spice id,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,カテゴリ,FSS,Intents番号,Watson回答,回答日時
7540854,M,41,3,30,2018/7/13 15:53,1,ログインできない,OK,2018/7/13 16:06,16,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 16:06
516136782,M,20,3,1,2018/7/13 21:21,1,ログインできない,OK,2018/7/13 21:26,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 21:26
516148908,F,38,5,1,2018/7/15 22:53,1,ログインできない,OK,2018/7/15 23:08,23,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 23:08
2435188,M,26,3,41,2017/10/1 16:42,6,ログイン,OK,2018/7/12 15:07,15,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 15:07
510749242,F,31,4,15,2017/9/6 21:31,6,ログイン,OK,2018/7/13 13:26,13,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 13:26
512309597,F,29,1,13,2018/4/26 19:53,3,ログイン,OK,2018/7/13 21:53,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 21:53
515749486,M,37,2,3,2018/4/23 17:40,3,ログイン,OK,2018/7/13 21:53,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 21:53
514729660,M,33,1,7,2017/12/17 18:20,6,ログイン,OK,2018/7/14 0:27,0,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 0:27
516087107,M,23,8,1,2018/7/2 18:12,1,ログイン,OK,2018/7/14 17:25,17,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 17:25
8522620,M,25,2,27,2017/12/21 21:01,6,ログイン,OK,2018/7/15 2:26,2,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 2:26
11220420,M,30,2,21,2017/6/12 23:29,6,ログイン,OK,2018/7/15 14:27,14,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 14:27
2782904,M,38,1,75,2017/8/23 22:14,6,ログイン,OK,2018/7/15 22:17,22,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 22:17
8638489,M,32,53,27,2017/9/6 21:40,6,ログアウトコマンド,インナーテスト,2018/7/12 13:00,13,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 13:00
8638489,M,32,53,27,2017/9/6 21:40,6,ログアウトコマンド,インナーテスト,2018/7/12 13:00,13,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 13:00
8638489,M,32,53,27,2017/9/6 21:40,6,ログアウトコマンド,インナーテスト,2018/7/12 13:01,13,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 13:01
8638489,M,32,77,27,2017/9/6 21:40,6,ログアウトコマンド,インナーテスト,2018/7/13 11:45,11,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 11:45
8638489,M,32,77,27,2017/9/6 21:40,6,ログアウトコマンド,インナーテスト,2018/7/13 11:45,11,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 11:45
516130095,M,36,12,1,2018/7/12 12:19,1,ログアウト,OK,2018/7/12 21:40,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 21:40
516147021,F,50,1,1,2018/7/15 12:13,1,ユーザー登録できないんですけど？,OK,2018/7/15 13:33,13,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 13:33
516131344,M,41,1,1,2018/7/12 18:46,1,ユーザーIDは？,OK,2018/7/12 18:49,18,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 18:49
516133768,M,31,1,1,2018/7/13 3:27,1,ユーザーIDは？,OK,2018/7/13 3:31,3,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 3:31
516136782,M,20,3,1,2018/7/13 21:21,1,ユーザーidとは？,OK,2018/7/13 21:22,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 21:22
516130975,M,21,2,1,2018/7/12 16:45,1,ユーザーid,OK,2018/7/12 16:49,16,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 16:49
516136191,M,20,3,1,2018/7/13 18:21,1,ユーザーiD,OK,2018/7/13 18:23,18,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 18:23
516141083,M,50,1,1,2018/7/14 12:39,1,ユーザーID,OK,2018/7/14 12:42,12,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 12:42
516117724,F,23,2,1,2018/7/8 21:56,1,ユーザーI.D.,OK,2018/7/14 16:23,16,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 16:23
514939958,F,25,1,6,2018/1/15 8:39,6,ユーザIDパスワードどちらとも忘れてしまいました。,OK,2018/7/13 10:42,10,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 10:42
513669780,F,49,2,11,2017/10/3 7:55,6,パスワード忘れ,OK,2018/7/13 14:00,14,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/13 14:00
513842197,M,44,2,10,2017/10/1 7:16,6,パスワード忘れ,OK,2018/7/15 10:36,10,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 10:36
513842197,M,44,2,10,2017/10/1 7:16,6,パスワード忘れ,OK,2018/7/15 10:47,10,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 10:47
6120552,F,44,1,32,2017/6/13 11:07,6,パスワードを忘れた時は？,OK,2018/7/15 22:59,22,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 22:59
9825512,F,46,5,24,2017/6/9 21:01,6,パスワードがわかりません。,OK,2018/7/15 12:22,12,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 12:22
9673723,F,32,1,25,2018/7/12 17:42,1,うまくログインできません！,OK,2018/7/12 17:48,17,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 17:48
8638489,M,32,53,27,2017/9/6 21:40,6,あかさたなはまりわあか,インナーテスト,2018/7/12 12:14,12,1,,User support,0,56,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/12 12:14
509263855,,41,3,16,2017/6/11 6:45,6,アカウント忘れました,OK,2018/7/14 20:11,20,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 20:11
509263855,,41,3,16,2017/6/11 6:45,6,アカウント分かりません,OK,2018/7/14 20:11,20,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 20:11
516130095,M,36,12,1,2018/7/12 12:19,1,アカウント,OK,2018/7/12 14:37,14,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 14:37
514710472,F,42,4,7,2017/12/15 18:21,6,アカウント,OK,2018/7/12 21:26,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 21:26
516130095,M,36,12,1,2018/7/12 12:19,1,アカウント,OK,2018/7/12 21:40,21,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/12 21:40
513138156,M,44,4,12,2017/8/12 16:34,6,アカウント,OK,2018/7/14 10:52,10,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 10:52
513138156,M,44,4,12,2017/8/12 16:34,6,アカウント,OK,2018/7/14 11:17,11,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/14 11:17
511307411,F,30,1,14,2018/7/15 16:59,1,アカウント,OK,2018/7/15 17:05,17,,,User support,0,56,「IDまたはパスワード」についてお困りでしょうか？IQOSの会員の方で、IDまたはパスワードをご確認いただけます。IDはご登録いただいたEmailアドレスですのでお試しください。▼IDを忘れた方はこちらhttps://goo.gl/SVzW1g▼パスワードを忘れた方はこちらhttps://goo.gl/WfkPYAそれでもログインできない場合はこちらからお問い合わせ下さいhttps://goo.gl/gBa3DWIQOS LINE公式アカウントIQOSphereのご利用はお一人様（1アカウント）のみにおいて、ご利用いただけます。※複数アカウントを切り替えは、ご利用はいただけませんのでご了承ください。,2018/7/15 17:05
