ß,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,カテゴリ,FSS,Intents番号,Watson回答,回答日時
6208445,M,46,2,31,2017/10/27 19:12,6,IQOSキットの購入,OK,2018/7/6 13:53,13,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 13:53
515215222,F,46,4,5,2018/2/26 9:19,5,IQOSキットの購入,OK,2018/7/6 14:14,14,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 14:14
515215222,F,46,4,5,2018/2/26 9:19,5,IQOSキットの購入,OK,2018/7/6 14:16,14,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 14:16
513683888,M,46,3,10,2017/9/14 15:07,6,IQOSキットの購入,OK,2018/7/6 14:55,14,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 14:55
513683888,M,46,3,10,2017/9/14 15:07,6,IQOSキットの購入,OK,2018/7/6 14:56,14,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 14:56
513935360,F,31,1,10,2017/10/2 16:36,6,IQOSキットの購入,OK,2018/7/6 16:07,16,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 16:07
515477609,M,43,1,4,2018/4/1 8:31,4,IQOSキットの購入,OK,2018/7/6 16:11,16,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 16:11
513325679,M,43,1,11,2017/11/29 9:15,6,IQOSキットの購入,OK,2018/7/6 16:16,16,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 16:16
516104002,M,33,1,1,2018/7/6 16:43,1,IQOSキットの購入,OK,2018/7/6 16:44,16,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 16:44
513553032,M,49,1,11,2017/9/6 8:33,6,IQOSキットの購入,OK,2018/7/6 16:46,16,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 16:46
514338466,F,20,1,9,2017/11/3 3:53,6,IQOSキットの購入,OK,2018/7/6 16:54,16,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 16:54
8366381,M,32,1,27,2017/7/12 2:18,6,IQOSキットの購入,OK,2018/7/6 17:32,17,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 17:32
11034644,M,56,1,21,2017/11/9 19:04,6,IQOSキットの購入,OK,2018/7/6 17:53,17,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 17:53
13490715,M,49,2,18,2017/6/20 17:50,6,IQOSキットの購入,OK,2018/7/6 17:55,17,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 17:55
13490715,M,49,2,18,2017/6/20 17:50,6,IQOSキットの購入,OK,2018/7/6 17:55,17,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 17:55
514603611,M,56,1,8,2017/12/1 18:25,6,IQOSキットの購入,OK,2018/7/6 18:09,18,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 18:09
8786098,,53,1,27,2018/2/25 12:37,5,IQOSキットの購入,OK,2018/7/6 18:16,18,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 18:16
11132166,M,59,1,21,2017/6/9 22:29,6,IQOSキットの購入,OK,2018/7/6 18:19,18,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 18:19
513305921,M,34,1,11,2017/8/22 19:07,6,IQOSキットの購入,OK,2018/7/6 18:29,18,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 18:29
8428510,M,47,1,27,2017/6/15 21:53,6,IQOSキットの購入,OK,2018/7/6 18:33,18,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 18:33
516103773,M,44,2,1,2018/7/6 15:22,1,IQOSキットの購入,OK,2018/7/6 18:58,18,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 18:58
516094635,F,46,1,1,2018/7/4 13:29,1,IQOSキットの購入,OK,2018/7/6 19:14,19,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 19:14
8154794,M,48,1,28,2017/6/16 19:51,6,IQOSキットの購入,OK,2018/7/6 19:18,19,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 19:18
8713947,M,42,1,27,2017/7/7 14:41,6,IQOSキットの購入,OK,2018/7/6 20:07,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:07
510867825,M,42,1,14,2017/6/14 20:08,6,IQOSキットの購入,OK,2018/7/6 20:08,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:08
9383816,M,56,2,25,2017/6/12 10:25,6,IQOSキットの購入,OK,2018/7/6 20:40,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:40
9383816,M,56,2,25,2017/6/12 10:25,6,IQOSキットの購入,OK,2018/7/6 20:40,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:40
512963840,M,58,1,12,2017/8/3 9:53,6,IQOSキットの購入,OK,2018/7/6 20:40,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:40
8455877,M,41,1,27,2017/7/7 18:36,6,IQOSキットの購入,OK,2018/7/6 20:47,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:47
9036338,F,59,2,26,2017/7/12 19:29,6,IQOSキットの購入,OK,2018/7/6 20:57,20,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 20:57
515728537,M,45,2,3,2018/4/20 14:27,3,IQOSキットの購入,OK,2018/7/6 21:02,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:02
515728537,M,45,2,3,2018/4/20 14:27,3,IQOSキットの購入,OK,2018/7/6 21:02,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:02
12874579,M,64,2,18,2018/3/26 9:14,4,IQOSキットの購入,OK,2018/7/6 21:06,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:06
12874579,M,64,2,18,2018/3/26 9:14,4,IQOSキットの購入,OK,2018/7/6 21:06,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:06
508326496,M,25,2,17,2018/7/6 21:03,1,IQOSキットの購入,OK,2018/7/6 21:10,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:10
11580279,F,28,1,20,2017/7/8 14:42,6,IQOSキットの購入,OK,2018/7/6 21:15,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:15
509567413,M,52,1,16,2017/6/8 21:20,6,IQOSキットの購入,OK,2018/7/6 21:22,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:22
9193451,M,46,1,26,2018/7/5 6:58,1,IQOSキットの購入,OK,2018/7/6 21:34,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:34
514072596,M,43,1,9,2018/7/5 21:41,1,IQOSキットの購入,OK,2018/7/6 21:49,21,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 21:49
514036738,M,56,1,9,2017/10/10 20:29,6,IQOSキットの購入,OK,2018/7/6 22:14,22,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 22:14
8227969,M,58,1,27,2017/8/19 11:59,6,IQOSキットの購入,OK,2018/7/6 22:24,22,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 22:24
514350918,M,48,1,9,2017/11/4 10:21,6,IQOSキットの購入,OK,2018/7/6 22:37,22,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 22:37
514390218,M,53,1,9,2017/11/8 17:14,6,IQOSキットの購入,OK,2018/7/6 22:47,22,,,Purchase,1,55,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 22:47
