spice id,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,Intents番号,Watson回答,回答日時
514687621,F,49,3,2,2018/2/7 12:37,1,画像見れますか,対応不要会話,2018/2/7 12:42,12,1,,87,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 12:42
7756227,M,32,12,24,2017/6/9 21:09,6,何歳？,OK,2018/2/6 13:05,13,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/6 13:05
510991109,M,49,5,9,2017/6/8 22:00,6,何回同じ事させるつもり？いい加減にしろ,OK,2018/2/7 20:12,20,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 20:12
8647637,M,41,19,22,2017/10/3 22:07,5,何を話したら返事できるん,OK,2018/2/7 22:17,22,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 22:17
512998393,F,42,3,7,2017/8/22 15:14,6,違うわ,OK,2018/2/6 23:26,23,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/6 23:26
10436628,F,58,2,18,2018/1/2 22:46,2,違います フィルターの中のプラスチックについてです,OK,2018/2/7 22:19,22,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 22:19
514508125,M,52,3,3,2017/11/20 20:50,3,わからん！,OK,2018/2/7 19:52,19,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 19:52
6147099,M,23,3,26,2017/8/25 1:09,6,マンコ行ったことある？,対応不要会話,2018/2/6 19:01,19,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/6 19:01
6147099,M,23,3,26,2017/8/25 1:09,6,マンコ行ったことある？,対応不要会話,2018/2/6 19:01,19,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/6 19:02
11815747,,35,5,15,2017/6/10 7:51,6,ボタンの意味,OK,2018/2/7 10:04,10,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 10:04
9546646,M,34,5,20,2017/10/27 8:27,4,は結構,入力ミス,2018/2/6 16:19,16,1,,87,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 16:19
514292671,F,50,2,4,2017/10/29 21:57,4,はよ,対応不要会話,2018/2/7 12:01,12,1,,87,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 12:01
8647637,M,41,19,22,2017/10/3 22:07,5,はいってなに？,OK,2018/2/7 22:18,22,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 22:18
9546646,M,34,5,20,2017/10/27 8:27,4,は？,対応不要会話,2018/2/6 16:20,16,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/6 16:20
11354562,M,59,1,16,2017/9/21 21:26,5,は,入力ミス,2018/2/7 17:51,17,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 17:51
9334730,M,34,7,20,2018/2/7 11:17,1,なまえは？,対応不要会話,2018/2/7 14:56,14,1,,87,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 14:56
8032674,M,38,7,23,2017/6/18 13:35,6,それもーいーよ,OK,2018/2/7 12:21,12,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 12:21
515090413,F,49,10,1,2018/2/6 12:08,1,それは、知ってます,OK,2018/2/7 14:57,14,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 14:57
8647637,M,41,19,22,2017/10/3 22:07,5,それだけ,OK,2018/2/7 22:15,22,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/7 22:15
513295009,M,61,1,6,2017/8/22 8:10,6,これはなに？,OK,2018/2/6 19:46,19,,,87,お答えできず申し訳ございません。日々改善してまいりますので、これに懲りず、また話しかけてください,2018/2/6 19:46
9334730,M,34,7,20,2018/2/7 11:17,1,大好き,OK,2018/2/7 14:56,14,,,86,嬉しいお言葉,2018/2/7 14:56
515049205,F,28,2,1,2018/1/31 16:40,1,苦くなったらどうしたらいい？,対応不要会話,2018/2/6 11:26,11,,,86,嬉しいお言葉,2018/2/6 11:26
515090413,F,49,10,1,2018/2/6 12:08,1,フィルターが、入り込んでしまいました。どうやって取ったらいいんですか？,NG,2018/2/7 14:26,14,,,86,嬉しいお言葉,2018/2/7 14:26
513068500,F,44,3,7,2017/8/9 15:40,6,どうすればいいのですか？,NG,2018/2/7 8:32,8,,,86,嬉しいお言葉,2018/2/7 8:32
515093310,F,35,3,1,2018/2/6 21:36,1,ありがとうございます。,OK,2018/2/6 21:48,21,,,86,嬉しいお言葉,2018/2/6 21:48
515086659,F,36,3,1,2018/2/5 20:46,1,ありがとうございます,OK,2018/2/7 21:14,21,,,86,嬉しいお言葉,2018/2/7 21:14
12096306,M,40,3,14,2017/6/10 12:24,6,ありがとうございました。,OK,2018/2/6 8:24,8,,,86,嬉しいお言葉,2018/2/6 8:24
4818702,F,40,5,29,2017/9/8 22:40,6,ありがとう,OK,2018/2/6 17:41,17,,,86,嬉しいお言葉,2018/2/6 17:41
2409859,M,24,3,35,2018/2/6 16:12,1,ありがとう,OK,2018/2/6 19:19,19,,,86,嬉しいお言葉,2018/2/6 19:19
515009991,F,30,3,1,2018/2/6 21:48,1,ありがとう,OK,2018/2/6 21:53,21,,,86,嬉しいお言葉,2018/2/6 21:53
515089796,F,46,5,1,2018/2/6 8:36,1,ありがとう,OK,2018/2/7 7:16,7,,,86,嬉しいお言葉,2018/2/7 7:16
9334730,M,34,7,20,2018/2/7 11:17,1,ありがとう,OK,2018/2/7 11:34,11,,,86,嬉しいお言葉,2018/2/7 11:34
8032674,M,38,7,23,2017/6/18 13:35,6,保証期間過ぎたヤツは交換出来ないって言われたし新しいの買えって言われたよ,OK,2018/2/7 12:20,12,,,85,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4 Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、1回まで無償で修理、交換が可能なんと今なら、オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼント",2018/2/7 12:20
512897459,M,42,5,7,2017/8/8 20:50,6,最初から３本も折れてるけど弁償してくれる,NG,2018/2/7 11:25,11,,,85,お褒めいただき、嬉しいです,2018/2/7 11:25
515086491,F,27,2,1,2018/2/5 20:24,1,吸ってから3分で切れます,NG,2018/2/6 21:30,21,,,85,お褒めいただき、嬉しいです,2018/2/6 21:30
3593704,M,34,2,87,2017/8/24 12:35,6,いつから,対応不要会話,2018/2/6 13:00,13,1,,85,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 13:00
8004099,M,50,2,23,2017/6/27 18:41,6,怪しいもんだ,対応不要会話,2018/2/6 20:20,20,,,84,休憩中ですか,2018/2/6 20:20
9100354,M,28,3,21,2017/6/15 19:16,6,笑,OK,2018/2/6 16:01,16,,,83,((laught)),2018/2/6 16:01
4818702,F,40,5,29,2017/9/8 22:40,6,愛コス,OK,2018/2/6 17:41,17,,,83,((laught)),2018/2/6 17:41
8647637,M,41,19,22,2017/10/3 22:07,5,なんでやねん！,OK,2018/2/7 22:18,22,,,83,((laught)),2018/2/7 22:18
7756227,M,32,12,24,2017/6/9 21:09,6,なんでやねん,OK,2018/2/6 13:05,13,,,83,((laught)),2018/2/6 13:05
7756227,M,32,12,24,2017/6/9 21:09,6,なんでやねん,OK,2018/2/6 13:06,13,,,83,((laught)),2018/2/6 13:06
515089645,M,57,1,1,2018/2/6 5:44,1,戻る,対応不要会話,2018/2/6 6:38,6,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 6:38
513491820,M,50,3,6,2017/9/1 7:04,6,戻る,対応不要会話,2018/2/6 7:37,7,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 7:37
513491820,M,50,3,6,2017/9/1 7:04,6,戻る,対応不要会話,2018/2/6 7:37,7,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 7:37
515039257,M,64,1,1,2018/1/31 7:58,1,戻る,対応不要会話,2018/2/6 7:46,7,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 7:46
513491820,M,50,3,6,2017/9/1 7:04,6,戻る,対応不要会話,2018/2/6 7:51,7,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 7:51
514931525,M,50,1,1,2018/1/13 23:25,1,戻る,対応不要会話,2018/2/6 9:11,9,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 9:11
515085340,M,70,4,1,2018/2/5 17:33,1,戻る,対応不要会話,2018/2/6 11:03,11,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 11:03
515091216,M,50,2,1,2018/2/6 14:46,1,戻る,対応不要会話,2018/2/6 14:53,14,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 14:53
515086969,M,64,1,1,2018/2/5 21:40,1,戻る,対応不要会話,2018/2/6 15:08,15,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 15:08
514532754,M,44,3,3,2017/11/23 14:14,3,戻る,対応不要会話,2018/2/6 18:04,18,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 18:04
514532754,M,44,3,3,2017/11/23 14:14,3,戻る,対応不要会話,2018/2/6 18:04,18,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/6 18:04
514051957,M,54,1,4,2017/10/12 3:41,4,戻る,対応不要会話,2018/2/7 1:57,1,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 1:57
515094239,M,60,2,1,2018/2/7 6:23,1,戻る,対応不要会話,2018/2/7 6:27,6,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 6:27
515094239,M,60,2,1,2018/2/7 6:23,1,戻る,対応不要会話,2018/2/7 6:27,6,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 6:27
515094963,F,33,4,1,2018/2/7 11:51,1,戻る,対応不要会話,2018/2/7 12:17,12,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 12:17
511897425,M,57,1,8,2017/8/5 3:33,6,戻る,対応不要会話,2018/2/7 12:21,12,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 12:21
515095743,F,50,2,1,2018/2/7 14:32,1,戻る,対応不要会話,2018/2/7 14:40,14,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 14:40
508416655,M,54,1,12,2017/6/9 16:47,6,戻る,対応不要会話,2018/2/7 14:44,14,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 14:44
513406171,F,55,1,6,2018/1/18 18:02,1,戻る,対応不要会話,2018/2/7 15:02,15,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 15:02
6742549,M,43,3,26,2017/6/8 18:51,6,戻る,対応不要会話,2018/2/7 15:06,15,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 15:06
6742549,M,43,3,26,2017/6/8 18:51,6,戻る,対応不要会話,2018/2/7 15:06,15,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 15:06
6742549,M,43,3,26,2017/6/8 18:51,6,戻る,対応不要会話,2018/2/7 15:06,15,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 15:06
513360098,M,57,1,6,2017/8/25 18:58,6,戻る,対応不要会話,2018/2/7 15:18,15,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 15:18
512993883,M,54,1,7,2017/8/2 18:40,6,戻る,対応不要会話,2018/2/7 18:06,18,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 18:06
514576386,M,46,1,3,2017/11/28 13:04,3,戻る,対応不要会話,2018/2/7 19:23,19,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 19:23
515097498,F,35,2,1,2018/2/7 20:07,1,戻る,対応不要会話,2018/2/7 20:11,20,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 20:11
515097498,F,35,2,1,2018/2/7 20:07,1,戻る,対応不要会話,2018/2/7 21:08,21,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 21:08
7773398,M,50,2,24,2017/7/8 13:56,6,戻る,対応不要会話,2018/2/7 21:53,21,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 21:53
515007499,M,33,1,1,2018/1/25 22:28,1,戻る,対応不要会話,2018/2/7 22:01,22,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 22:01
515093646,F,40,1,1,2018/2/6 22:58,1,戻る,対応不要会話,2018/2/7 22:12,22,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 22:12
9069553,M,31,1,21,2018/1/21 16:35,1,戻る,対応不要会話,2018/2/7 22:15,22,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 22:15
6220180,M,29,2,26,2018/2/7 18:20,1,戻る,対応不要会話,2018/2/7 22:50,22,1,,82,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪もし、IQOSが楽しめるSPOT/お店をお探しの場合は、画面下の「メニューはこちら」の「IQOSライフを知る・楽しむ」を押して「IQOSが使える場所」からタップして検索できますよ！,2018/2/7 22:50
515093662,F,53,2,1,2018/2/6 23:01,1,疲れた,OK,2018/2/7 0:05,0,,,82,お疲れ様です,2018/2/7 0:05
8638489,M,31,37,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/6 10:18,10,,,82,お疲れ様です,2018/2/6 10:18
8638489,M,31,37,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/6 10:18,10,,,82,お疲れ様です,2018/2/6 10:18
8638489,M,31,37,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/6 10:24,10,,,82,お疲れ様です,2018/2/6 10:24
8638489,M,31,37,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/6 17:15,17,,,82,お疲れ様です,2018/2/6 17:15
8638489,M,31,37,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/6 17:15,17,,,82,お疲れ様です,2018/2/6 17:16
8638489,M,31,44,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/7 10:16,10,,,82,お疲れ様です,2018/2/7 10:16
8638489,M,31,44,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/7 10:16,10,,,82,お疲れ様です,2018/2/7 10:16
8638489,M,31,44,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/7 10:21,10,,,82,お疲れ様です,2018/2/7 10:21
6151898,M,40,5,26,2017/6/9 19:17,6,仕事,OK,2018/2/7 10:42,10,,,82,お疲れ様です,2018/2/7 10:42
8638489,M,31,44,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/7 12:03,12,,,82,お疲れ様です,2018/2/7 12:03
8638489,M,31,44,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/7 17:01,17,,,82,お疲れ様です,2018/2/7 17:01
8638489,M,31,44,22,2017/9/6 21:40,6,仕事,インナーテスト,2018/2/7 17:01,17,,,82,お疲れ様です,2018/2/7 17:01
4882018,M,29,2,28,2017/6/15 17:17,6,今日も疲れた,OK,2018/2/7 22:28,22,,,82,お疲れ様です,2018/2/7 22:28
9100354,M,28,3,21,2017/6/15 19:16,6,ねむい,OK,2018/2/6 16:01,16,,,82,お疲れ様です,2018/2/6 16:01
514838875,M,20,5,2,2017/12/31 5:40,2,お疲れ様です。総務の品田です。卒業式・入学式の連絡ありがとうございました。卒業式が3/25(日)入学式が4/8(日)です。提出くれた人は名前あるかだけ確認お願いします。宇田川(入学式)大野M.中田木村 片野山口柴田M.安齋岩﨑T.林橘川王塚宮内船見集合時間は、両日九段下駅に6:40です。詳しくはまた近くなったら追って連絡します。まーじで頑張りましょう。じゃあ寝ますね,対応不要会話,2018/2/7 2:51,2,,,82,お疲れ様です,2018/2/7 2:51
513654950,M,46,2,5,2017/9/12 20:05,5,お疲れ様~,OK,2018/2/7 16:33,16,,,82,お疲れ様です,2018/2/7 16:33
512897459,M,42,5,7,2017/8/8 20:50,6,頭にきます,NG,2018/2/7 11:26,11,,,81,わーい,2018/2/7 11:26
515092387,M,41,6,1,2018/2/6 18:28,1,間違えました,対応不要会話,2018/2/6 18:30,18,,,81,わーい,2018/2/6 18:30
514982596,M,57,3,1,2018/1/21 18:16,1,楽,OK,2018/2/7 20:53,20,,,81,わーい,2018/2/7 20:53
515091643,M,36,5,1,2018/2/6 15:55,1,解りました,OK,2018/2/7 17:11,17,,,81,わーい,2018/2/7 17:11
511193833,F,39,1,9,2017/11/9 14:37,3,レアチーズケーキ+|+フィラデルフィアクリームチーズhttp://www.happy-philly.jp/recipe/usual005/,広告,2018/2/6 9:27,9,,,81,わーい,2018/2/6 9:27
515026902,M,56,5,1,2018/1/28 14:10,1,フィードバックてなんてすか,入力ミス,2018/2/6 7:43,7,,,81,わーい,2018/2/6 7:43
514873080,F,43,4,2,2018/1/5 12:43,2,いいね！,OK,2018/2/6 8:03,8,,,81,わーい,2018/2/6 8:03
514873080,F,43,4,2,2018/1/5 12:43,2,いいね！,OK,2018/2/6 8:04,8,,,81,わーい,2018/2/6 8:04
514873080,F,43,4,2,2018/1/5 12:43,2,いいね！,OK,2018/2/6 8:04,8,,,81,わーい,2018/2/6 8:04
514873080,F,43,4,2,2018/1/5 12:43,2,いいね！,OK,2018/2/6 8:14,8,,,81,わーい,2018/2/6 8:14
511977832,M,39,3,8,2018/2/3 23:30,1,いいね！,OK,2018/2/6 12:21,12,,,81,わーい,2018/2/6 12:21
511977832,M,39,3,8,2018/2/3 23:30,1,いいね！,OK,2018/2/6 12:22,12,,,81,わーい,2018/2/6 12:22
514982274,M,33,1,1,2018/1/21 17:35,1,いいね！,OK,2018/2/6 15:21,15,,,81,わーい,2018/2/6 15:21
514950323,M,21,1,1,2018/1/16 21:26,1,いいね！,OK,2018/2/6 18:29,18,,,81,わーい,2018/2/6 18:29
